EURUSD.Close	EURUSD.High	EURUSD.Low	USDJPY.Close	USDJPY.High	USDJPY.Low	USDCHF.Close	USDCHF.High	USDCHF.Low	GBPUSD.Close	GBPUSD.High	GBPUSD.Low	USDCAD.Close	USDCAD.High	USDCAD.Low	EURGBP.Close	EURGBP.High	EURGBP.Low	EURJPY.Close	EURJPY.High	EURJPY.Low	EURCHF.Close	EURCHF.High	EURCHF.Low	AUDUSD.Close	AUDUSD.High	AUDUSD.Low	GBPJPY.Close	GBPJPY.High	GBPJPY.Low	CHFJPY.Close	CHFJPY.High	CHFJPY.Low	GBPCHF.Close	GBPCHF.High	GBPCHF.Low	NZDUSD.Close	NZDUSD.High	NZDUSD.Low
2013-12-23	1.3693	1.3717	1.3669	104.076	104.115	103.73	0.8937	0.8967	0.892	1.635	1.6375	1.6321	1.0611	1.0653	1.0577	0.8372	0.839	0.8351	142.526	142.71	142.05	1.2242	1.2265	1.2233	0.8937	0.8958	0.8915	170.18	170.38	169.691	116.407	116.591	115.88	1.4614	1.4672	1.459	0.8201	0.8216	0.8181
2013-12-24	1.3675	1.3699	1.3653	104.27	104.411	104.11	0.8957	0.8972	0.8931	1.6372	1.6381	1.6317	1.0618	1.0636	1.06	0.8354	0.8381	0.8341	142.601	142.91	142.41	1.2254	1.2259	1.2233	0.8923	0.8934	0.8903	170.607	170.83	170.05	116.355	116.73	116.23	1.4667	1.4687	1.46	0.8183	0.8197	0.8163
2013-12-25	1.3695	1.3705	1.3659	104.38	104.482	104.19	0.8934	0.897	0.8934	1.6298	1.6362	1.6296	1.062	1.0636	1.0594	0.8404	0.8409	0.8347	142.67	142.94	142.47	1.2254	1.2257	1.2243	0.8919	0.893	0.8906	170.17	170.844	169.91	116.64	116.7	116.298	1.4652	1.4677	1.463	0.8173	0.8195	0.8166
2013-12-26	1.3692	1.3702	1.3661	104.738	104.848	104.4	0.8963	0.897	0.8947	1.6418	1.6438	1.6345	1.0642	1.065	1.0611	0.8338	0.8366	0.8325	143.405	143.53	142.79	1.2271	1.2274	1.2245	0.8892	0.8922	0.8873	171.94	172.193	170.71	116.83	117.044	116.41	1.4716	1.4724	1.4639	0.8161	0.8192	0.8145
2013-12-27	1.374	1.3893	1.3687	105.12	105.175	104.61	0.8916	0.8965	0.8798	1.6467	1.6578	1.6401	1.071	1.0719	1.0614	0.8343	0.8392	0.8335	144.468	145.685	143.46	1.2252	1.2278	1.2224	0.8863	0.8929	0.8858	173.138	173.948	171.76	117.915	119.179	116.86	1.4683	1.4716	1.4564	0.815	0.8194	0.8136
2013-12-30	1.3798	1.382	1.3726	105.079	105.412	104.94	0.8873	0.8932	0.8857	1.6506	1.6533	1.6455	1.0639	1.0728	1.0633	0.8359	0.8372	0.8326	144.99	145.17	144.535	1.2249	1.227	1.2239	0.891	0.893	0.883	173.432	173.854	173.015	118.362	118.534	117.89	1.465	1.4721	1.4634	0.82	0.8223	0.8114
2013-12-31	1.3774	1.3812	1.3757	105.25	105.29	104.82	0.8905	0.8919	0.8862	1.6569	1.6578	1.647	1.0636	1.0657	1.0612	0.8312	0.8373	0.8306	144.98	145.06	144.37	1.2269	1.2277	1.2241	0.8926	0.8952	0.8899	174.369	174.53	172.74	118.13	118.38	117.62	1.4759	1.4763	1.462	0.8224	0.8243	0.8192
2014-01-01	1.3745	1.3754	1.3744	105.26	105.27	105.23	0.8927	0.893	0.8902	1.6543	1.6556	1.6543	1.0614	1.0623	1.0614	0.8296	0.8308	0.8296	144.62	144.81	144.62	1.2271	1.2272	1.2267	0.8919	0.892	0.8913	174.19	174.22	174.19	117.9	117.93	117.84	1.4773	1.4778	1.4773	0.8217	0.8223	0.8212
2014-01-02	1.3655	1.3775	1.3627	104.741	105.441	104.52	0.9004	0.9029	0.8903	1.6426	1.6603	1.6409	1.0668	1.0669	1.0583	0.8312	0.832	0.8268	143.032	145.135	142.829	1.2295	1.2321	1.226	0.8909	0.8943	0.8838	172.03	174.85	171.8	116.311	118.24	116.14	1.4791	1.4876	1.4763	0.8184	0.8233	0.8137
2014-01-03	1.3587	1.3672	1.3583	104.759	104.869	104.03	0.9051	0.9056	0.8985	1.6411	1.6474	1.6391	1.0628	1.0672	1.0597	0.8279	0.8317	0.8273	142.34	143.316	141.923	1.23	1.2313	1.2277	0.8959	0.9004	0.8882	171.917	172.52	171.01	115.706	116.61	115.36	1.4856	1.4869	1.4774	0.828	0.8317	0.8174
2014-01-06	1.3634	1.3653	1.3569	104.215	104.948	103.88	0.9035	0.907	0.9016	1.6401	1.6434	1.6333	1.0652	1.068	1.0605	0.8311	0.8331	0.8276	142.087	142.778	141.48	1.2319	1.2333	1.2292	0.8962	0.8983	0.8931	170.916	172.23	170.326	115.32	115.913	114.96	1.482	1.4869	1.4769	0.829	0.8305	0.8244
2014-01-07	1.3614	1.366	1.3594	104.52	104.733	104.15	0.909	0.9099	0.9033	1.6407	1.6438	1.637	1.0774	1.0777	1.0654	0.8296	0.832	0.8288	142.293	142.6	141.92	1.2376	1.2379	1.2313	0.8915	0.8971	0.8889	171.47	171.71	170.76	114.96	115.495	114.9	1.4914	1.4921	1.4822	0.8284	0.8302	0.8246
2014-01-08	1.3581	1.3635	1.3551	104.75	105.122	104.58	0.91	0.9127	0.9074	1.6454	1.6472	1.6374	1.0803	1.0829	1.0758	0.8253	0.8317	0.8239	142.26	143.18	142.09	1.2366	1.2394	1.2355	0.8912	0.8952	0.8893	172.37	172.84	171.425	115.03	115.636	114.86	1.4983	1.5009	1.4878	0.8265	0.8318	0.8247
2014-01-09	1.3607	1.3633	1.3547	104.75	105.06	104.55	0.9067	0.9124	0.9062	1.648	1.6497	1.6438	1.0853	1.0874	1.0815	0.8255	0.828	0.8227	142.55	143.03	142	1.2339	1.2387	1.2332	0.8891	0.8913	0.8862	172.64	173.13	172.12	115.51	115.69	114.84	1.4945	1.5026	1.4926	0.8252	0.8272	0.8228
2014-01-10	1.3665	1.3687	1.3568	104.08	105.355	103.81	0.9029	0.9091	0.9003	1.6481	1.6517	1.6375	1.0892	1.0946	1.0833	0.8291	0.8307	0.8253	142.23	143.072	142.013	1.2339	1.2348	1.2317	0.9002	0.9005	0.8872	171.548	173.028	171.21	115.24	115.924	115.13	1.4879	1.4952	1.4841	0.8303	0.8308	0.8198
2014-01-13	1.3668	1.3685	1.3634	102.94	104.109	102.82	0.8994	0.9048	0.8984	1.6385	1.6508	1.6343	1.0855	1.0929	1.0847	0.8343	0.8349	0.8281	140.704	142.265	140.48	1.2295	1.2343	1.2286	0.9056	0.9086	0.8982	168.651	171.63	168.277	114.435	115.36	113.94	1.4737	1.4887	1.4723	0.8366	0.8387	0.8274
2014-01-14	1.3681	1.37	1.3646	104.17	104.28	103	0.9021	0.9032	0.8984	1.6442	1.6464	1.6363	1.0946	1.0959	1.0866	0.8319	0.8343	0.8305	142.53	142.58	140.77	1.2343	1.2348	1.2286	0.8962	0.9056	0.8952	171.288	171.38	168.79	115.44	115.49	114.5	1.4835	1.4851	1.4727	0.8378	0.8432	0.835
2014-01-15	1.3604	1.3681	1.3579	104.563	104.69	104.07	0.9084	0.918	0.9118	1.6368	1.6464	1.6362	1.094	1.0991	1.0917	0.8311	0.833	0.8282	142.24	142.62	141.76	1.2361	1.237	1.2336	0.8911	0.897	0.8883	171.165	171.59	170.4	115.04	115.54	114.75	1.4874	1.4914	1.4821	0.8334	0.8394	0.8319
2014-01-16	1.3617	1.3649	1.3581	104.293	104.922	104.11	0.9049	0.9103	0.903	1.6357	1.6383	1.6312	1.0923	1.0963	1.09	0.8325	0.8341	0.8305	142.014	142.91	141.665	1.2318	1.2375	1.2311	0.8816	0.891	0.8772	170.581	171.8	170.136	115.242	115.579	114.9	1.4797	1.4886	1.4781	0.8348	0.8353	0.8287
2014-01-17	1.3524	1.3621	1.3515	104.27	104.474	104.17	0.9112	0.912	0.9041	1.6406	1.6459	1.6305	1.0974	1.0984	1.0922	0.8243	0.834	0.8231	141.024	142.162	140.94	1.2326	1.2337	1.2313	0.8774	0.8827	0.8759	171.05	171.874	170.088	114.403	115.361	114.32	1.4949	1.4977	1.4769	0.8257	0.8357	0.8244
2014-01-20	1.3562	1.357	1.3506	104.1	104.295	103.84	0.9092	0.9132	0.9085	1.6423	1.6452	1.6394	1.0958	1.0972	1.0927	0.8257	0.8263	0.823	141.179	141.375	140.3	1.2331	1.2342	1.2321	0.8802	0.8821	0.8753	170.971	171.49	170.26	114.469	114.64	113.77	1.4934	1.4986	1.4924	0.8262	0.8272	0.8211
2014-01-21	1.3558	1.3569	1.3514	104.332	104.749	103.99	0.9104	0.9156	0.9081	1.647	1.6486	1.6395	1.0973	1.1019	1.0943	0.823	0.8255	0.8211	141.458	141.855	140.98	1.2344	1.2377	1.232	0.881	0.8837	0.8771	171.838	172.369	170.975	114.589	114.851	114.18	1.4994	1.5035	1.4948	0.8315	0.8341	0.8292
2014-01-22	1.3548	1.3583	1.3532	104.4	104.57	103.94	0.9112	0.9122	0.9087	1.658	1.6587	1.6446	1.1075	1.1092	1.0949	0.8171	0.8236	0.8164	141.458	141.831	141.04	1.2346	1.2353	1.2329	0.8854	0.8888	0.8784	173.093	173.23	171.26	114.552	114.895	114.22	1.5108	1.5116	1.4975	0.8312	0.8346	0.8293
2014-01-23	1.3694	1.3698	1.3528	103.17	104.84	102.94	0.8972	0.9134	0.8957	1.663	1.6636	1.6554	1.1106	1.1173	1.1088	0.8233	0.8248	0.8169	141.28	142.415	141	1.2289	1.2361	1.2271	0.8759	0.885	0.8727	171.584	173.646	171.138	114.953	115.645	114.29	1.4924	1.5123	1.4896	0.8299	0.8338	0.8258
2014-01-24	1.368	1.3739	1.366	102.229	103.584	101.97	0.8943	0.8991	0.89	1.65	1.6668	1.6475	1.1071	1.1138	1.1049	0.829	0.83	0.8207	139.839	141.771	139.72	1.2235	1.2301	1.2224	0.8697	0.8775	0.8656	168.667	172.32	168.51	114.29	115.383	114.14	1.4756	1.4973	1.4741	0.8246	0.8296	0.8214
2014-01-27	1.3672	1.3717	1.365	102.705	102.93	101.88	0.8968	0.8984	0.8929	1.658	1.6587	1.6472	1.11	1.1111	1.1027	0.8244	0.8306	0.8233	140.417	140.693	139.41	1.2264	1.2273	1.2224	0.8753	0.876	0.8674	170.287	170.535	167.88	114.468	114.81	113.93	1.4875	1.4882	1.4718	0.8244	0.8261	0.8194
2014-01-28	1.3666	1.3688	1.3626	102.867	103.25	102.49	0.8976	0.901	0.8951	1.6578	1.6625	1.6533	1.1157	1.1177	1.1073	0.8242	0.8252	0.8219	140.591	140.983	140.11	1.2268	1.2284	1.2247	0.8772	0.8821	0.8723	170.541	171.311	169.877	114.58	114.88	114.31	1.4879	1.4931	1.4844	0.8268	0.8304	0.8212
2014-01-29	1.3661	1.3685	1.36	102.147	103.418	101.82	0.8944	0.9009	0.8932	1.6559	1.6607	1.6521	1.1167	1.1186	1.1098	0.8248	0.826	0.8216	139.544	141.25	139.02	1.222	1.2297	1.221	0.8728	0.8825	0.8722	169.152	171.46	168.65	114.18	114.923	113.77	1.4813	1.4927	1.4797	0.8195	0.8298	0.8173
2014-01-30	1.355	1.3664	1.3541	102.713	102.891	102.04	0.9033	0.9047	0.8941	1.6478	1.6564	1.644	1.1166	1.1199	1.1146	0.8223	0.827	0.8211	139.186	139.945	138.852	1.2241	1.2255	1.2214	0.8784	0.8803	0.8707	169.258	169.78	168.109	113.698	114.396	113.53	1.4885	1.4914	1.4784	0.8144	0.8218	0.8122
2014-01-31	1.3487	1.3573	1.3477	102.13	102.933	101.92	0.9065	0.908	0.9006	1.6434	1.6498	1.6422	1.1135	1.1224	1.1085	0.8204	0.8242	0.8185	137.77	139.503	137.45	1.2224	1.2245	1.2208	0.8745	0.8823	0.869	167.892	169.747	167.508	112.672	114.006	112.53	1.4897	1.4931	1.4829	0.8076	0.818	0.8059
2014-02-03	1.3531	1.3536	1.3475	101.013	102.41	100.75	0.901	0.9081	0.9	1.6311	1.6441	1.6286	1.1094	1.1134	1.1037	0.8295	0.8302	0.8199	136.699	138.11	136.34	1.2192	1.2242	1.2181	0.8754	0.8833	0.8734	164.78	168.215	164.236	112.105	112.91	111.87	1.4697	1.4917	1.4673	0.8092	0.8137	0.8079
2014-02-04	1.3515	1.3539	1.3491	101.646	101.663	100.73	0.904	0.9062	0.9006	1.6324	1.6345	1.6253	1.107	1.1123	1.1044	0.8278	0.8326	0.8263	137.386	137.45	136.188	1.2221	1.2232	1.2181	0.8937	0.8942	0.8727	165.95	165.99	163.821	112.411	112.428	111.67	1.4758	1.4783	1.4645	0.8208	0.8225	0.8042
2014-02-05	1.3531	1.3555	1.3497	101.386	101.766	100.77	0.9037	0.9057	0.9001	1.6308	1.6341	1.6248	1.1079	1.1121	1.1033	0.8298	0.8334	0.8262	137.2	137.542	136.5	1.2229	1.2234	1.2203	0.891	0.8938	0.8869	165.328	166.18	163.913	112.168	112.575	111.706	1.4738	1.4786	1.4646	0.8212	0.8233	0.8179
2014-02-06	1.3588	1.362	1.3481	102.122	102.171	101.21	0.9007	0.9063	0.8966	1.6321	1.6349	1.6268	1.1064	1.1122	1.1046	0.8324	0.835	0.8277	138.76	138.825	136.74	1.224	1.2243	1.2209	0.8962	0.8981	0.8915	166.681	166.825	165.01	113.34	113.472	111.87	1.4703	1.4763	1.4623	0.8255	0.8283	0.8204
2014-02-07	1.3638	1.3643	1.355	102.277	102.58	101.39	0.8972	0.9022	0.8953	1.6415	1.6418	1.6299	1.1039	1.1079	1.0963	0.8307	0.8329	0.8284	139.481	139.53	138.13	1.2237	1.225	1.2216	0.896	0.8998	0.8919	167.876	168.08	166.112	113.967	114.02	112.96	1.4728	1.4777	1.4667	0.8292	0.8295	0.8204
2014-02-10	1.3634	1.3651	1.3615	102.225	102.643	101.97	0.8972	0.8994	0.8956	1.6399	1.6427	1.6379	1.1052	1.1062	1.1012	0.8313	0.8326	0.8292	139.371	139.8	139.11	1.2232	1.225	1.222	0.8941	0.8959	0.8903	167.651	168.441	167.16	113.928	114.23	113.69	1.4712	1.4764	1.4681	0.8263	0.8287	0.8249
2014-02-11	1.3637	1.3683	1.3626	102.616	102.703	102.05	0.8983	0.8988	0.8936	1.645	1.6488	1.6388	1.1013	1.109	1.0998	0.829	0.8337	0.8282	139.93	140.306	139.228	1.2251	1.2257	1.2225	0.9039	0.9048	0.8939	168.815	169.085	167.46	114.221	114.611	113.83	1.4777	1.4788	1.467	0.8325	0.8344	0.8259
2014-02-12	1.3592	1.3653	1.3559	102.47	102.648	102.19	0.9005	0.9038	0.8964	1.6592	1.66	1.6421	1.0997	1.1025	1.097	0.8191	0.83	0.8187	139.277	139.968	138.63	1.224	1.226	1.223	0.9029	0.9067	0.9004	170.016	170.23	168.266	113.776	114.26	113.23	1.4942	1.4959	1.4746	0.8312	0.8368	0.8295
2014-02-13	1.368	1.3692	1.3582	102.232	102.533	101.63	0.8938	0.901	0.8916	1.6658	1.6674	1.6596	1.0976	1.1026	1.095	0.8212	0.8227	0.8176	139.881	139.92	138.85	1.2227	1.2244	1.2202	0.8985	0.9031	0.8924	170.32	170.381	169.163	114.37	114.43	113.55	1.4886	1.4966	1.4844	0.835	0.8358	0.8286
2014-02-14	1.3697	1.3715	1.3671	101.833	102.407	101.54	0.8915	0.8941	0.8901	1.6746	1.6748	1.664	1.0984	1.0988	1.0935	0.818	0.8227	0.8173	139.494	140.09	138.979	1.2215	1.2228	1.2201	0.9033	0.9043	0.8972	170.51	170.605	169.08	114.186	114.552	113.82	1.4933	1.4946	1.4845	0.8365	0.8384	0.8326
2014-02-17	1.3708	1.3724	1.3689	101.86	101.987	101.36	0.8914	0.8926	0.8898	1.6701	1.6822	1.6691	1.0956	1.0983	1.0948	0.8206	0.8209	0.8154	139.65	139.755	138.9	1.222	1.2227	1.2208	0.9036	0.9069	0.9018	170.159	171.07	169.849	114.279	114.36	113.69	1.4886	1.4976	1.4882	0.8366	0.8392	0.8347
2014-02-18	1.3757	1.377	1.3691	102.336	102.743	101.74	0.8881	0.8929	0.8868	1.668	1.6741	1.6651	1.0945	1.0977	1.0936	0.8246	0.8248	0.8186	140.778	141.034	139.475	1.2218	1.2238	1.2207	0.9035	0.908	0.8997	170.69	171.879	170.19	115.21	115.464	114.09	1.4814	1.4936	1.4808	0.8306	0.8381	0.8295
2014-02-19	1.3733	1.3773	1.3722	102.22	102.466	101.79	0.8879	0.8895	0.8853	1.6689	1.6734	1.6632	1.1083	1.1086	1.0905	0.8229	0.8261	0.8218	140.42	140.9	139.952	1.2196	1.2226	1.2187	0.8998	0.9044	0.8986	170.645	171.19	169.537	115.11	115.39	114.61	1.4822	1.4867	1.4777	0.8272	0.8343	0.8266
2014-02-20	1.372	1.3763	1.3684	102.315	102.42	101.64	0.8892	0.8915	0.8856	1.6654	1.67	1.6621	1.1098	1.1113	1.1055	0.8238	0.8253	0.8212	140.386	140.622	139.17	1.2201	1.221	1.2182	0.9014	0.9019	0.8933	170.394	170.794	169.19	115.041	115.21	114.19	1.4809	1.4861	1.4766	0.8308	0.8312	0.8238
2014-02-21	1.374	1.3758	1.37	102.56	102.828	102.26	0.8872	0.8911	0.8863	1.6638	1.6725	1.6608	1.1122	1.1195	1.1092	0.8257	0.8263	0.8212	140.911	141.266	140.27	1.2192	1.2211	1.2185	0.897	0.9015	0.8948	170.636	171.75	170.072	115.579	115.784	114.89	1.4763	1.4857	1.4753	0.8281	0.8315	0.8265
2014-02-24	1.3734	1.3771	1.3705	102.465	102.68	102.13	0.8887	0.8911	0.8848	1.6661	1.6679	1.6579	1.1062	1.1142	1.105	0.8242	0.8286	0.8237	140.721	141.039	140.31	1.2206	1.2218	1.2181	0.9035	0.9049	0.8935	170.705	170.87	169.797	115.266	115.692	115.06	1.4807	1.4818	1.4714	0.8329	0.8341	0.8256
2014-02-25	1.3742	1.3767	1.3713	102.09	102.626	101.98	0.887	0.8892	0.8851	1.6675	1.6727	1.6639	1.1085	1.1096	1.1049	0.824	0.8256	0.8222	140.298	140.966	140.087	1.2188	1.2211	1.2183	0.9013	0.9044	0.8999	170.22	171.086	170.04	115.081	115.503	114.9	1.4788	1.4826	1.4771	0.8325	0.8345	0.8312
2014-02-26	1.3685	1.3757	1.3659	102.34	102.61	102.05	0.8907	0.893	0.8862	1.6664	1.6702	1.6617	1.1119	1.1144	1.1067	0.8213	0.8252	0.8206	140.124	140.786	139.608	1.2191	1.2204	1.2184	0.896	0.9026	0.894	170.607	170.945	169.877	114.923	115.411	114.46	1.4841	1.4859	1.4778	0.8306	0.8345	0.8277
2014-02-27	1.3707	1.3727	1.364	102.08	102.444	101.69	0.888	0.8919	0.8867	1.6681	1.6699	1.6614	1.1141	1.116	1.1113	0.8216	0.8223	0.8195	139.92	140.222	138.755	1.2178	1.2189	1.2152	0.8958	0.8971	0.8899	170.289	170.825	168.985	114.879	115.125	114.13	1.4819	1.485	1.4799	0.8363	0.8391	0.8288
2014-02-28	1.3806	1.3825	1.369	101.773	102.292	101.52	0.879	0.8889	0.8774	1.6747	1.6769	1.6672	1.1075	1.1146	1.1037	0.8244	0.827	0.8188	140.524	141.121	139.073	1.2136	1.2183	1.2129	0.8919	0.8989	0.8912	170.451	171.202	169.315	115.782	116.04	114.28	1.472	1.4853	1.469	0.8383	0.8425	0.8354
2014-03-03	1.3729	1.3793	1.3723	101.385	101.571	101.16	0.8831	0.8836	0.8779	1.6654	1.6751	1.6649	1.108	1.111	1.1034	0.8243	0.825	0.822	139.181	139.88	139.13	1.2128	1.2139	1.21	0.8927	0.8946	0.8887	168.831	169.978	168.794	114.75	115.498	114.7	1.4712	1.4751	1.4688	0.8363	0.8384	0.8338
2014-03-04	1.3738	1.3782	1.3718	102.262	102.273	101.36	0.8873	0.8878	0.882	1.667	1.6716	1.6638	1.1103	1.1118	1.1055	0.8241	0.8261	0.8224	140.508	140.52	139.21	1.2191	1.2192	1.2123	0.895	0.8969	0.8906	170.473	170.56	168.884	115.2	115.406	114.78	1.4793	1.4797	1.4706	0.8389	0.84	0.8348
2014-03-05	1.3732	1.3749	1.3705	102.28	102.55	102.07	0.8874	0.8895	0.8856	1.672	1.6742	1.6653	1.1037	1.1099	1.1031	0.8212	0.8248	0.82	140.459	140.781	140.14	1.2186	1.22	1.2172	0.8985	0.8997	0.8934	171.017	171.391	170.063	115.23	115.575	115.03	1.4839	1.4861	1.4772	0.8418	0.8432	0.8373
2014-03-06	1.3859	1.3873	1.3719	103.048	103.167	102.29	0.8804	0.8891	0.8791	1.6735	1.6777	1.6682	1.0984	1.1046	1.0949	0.8278	0.8287	0.8202	142.814	142.918	140.47	1.2201	1.2215	1.2177	0.9091	0.9113	0.8969	172.467	172.835	170.964	117.031	117.13	115.28	1.4734	1.4866	1.4726	0.8479	0.8503	0.8402
2014-03-07	1.3869	1.3915	1.385	103.278	103.76	102.81	0.8777	0.8816	0.8753	1.6722	1.6786	1.6703	1.1093	1.1101	1.0974	0.829	0.8301	0.8271	143.236	143.79	142.5	1.2174	1.2214	1.2163	0.9066	0.9133	0.9057	172.707	173.583	171.92	117.646	117.865	116.91	1.4676	1.475	1.4666	0.846	0.8523	0.8441
2014-03-10	1.3869	1.3898	1.3858	103.24	103.405	102.91	0.8781	0.8793	0.8758	1.6638	1.6741	1.6618	1.1098	1.1131	1.1081	0.8335	0.835	0.8288	143.186	143.615	142.8	1.218	1.2193	1.2164	0.9018	0.9063	0.9008	171.782	172.87	171.4	117.54	117.845	117.32	1.461	1.4691	1.4589	0.8464	0.8481	0.8437
2014-03-11	1.3864	1.3879	1.3831	102.95	103.425	102.81	0.8774	0.8805	0.8763	1.6621	1.6653	1.6592	1.1104	1.1131	1.1066	0.8341	0.8347	0.8317	142.73	143.45	142.59	1.2169	1.2192	1.2161	0.8972	0.9051	0.8961	171.11	172.13	170.857	117.286	117.71	117.15	1.459	1.4643	1.4575	0.8468	0.8506	0.8456
2014-03-12	1.3906	1.3915	1.3841	102.638	103.1	102.51	0.8735	0.8788	0.8731	1.662	1.6636	1.6564	1.1119	1.1154	1.1087	0.8366	0.8374	0.8321	142.71	142.966	142.19	1.2151	1.2168	1.2147	0.8982	0.8993	0.892	170.592	171.45	170.087	117.444	117.58	116.95	1.4519	1.4614	1.4511	0.8461	0.8492	0.8434
2014-03-13	1.3859	1.3967	1.3843	101.628	102.862	101.52	0.8749	0.8764	0.8696	1.6614	1.6718	1.6604	1.1056	1.1122	1.1039	0.8341	0.838	0.8327	140.839	143.377	140.68	1.2126	1.2168	1.2122	0.902	0.9103	0.8985	168.837	171.64	168.679	116.149	117.861	115.94	1.4536	1.4568	1.4484	0.8534	0.8605	0.8507
2014-03-14	1.3908	1.3937	1.3845	101.33	101.87	101.18	0.8726	0.8762	0.87	1.6632	1.6645	1.6583	1.1092	1.1111	1.1063	0.8361	0.838	0.8331	140.91	141.51	140.4	1.2136	1.2146	1.2117	0.9024	0.9049	0.8993	168.526	169.36	167.89	116.1	116.63	115.75	1.4514	1.4556	1.4463	0.8531	0.8564	0.852
2014-03-17	1.3923	1.3947	1.3877	101.74	101.872	101.25	0.873	0.8756	0.871	1.6631	1.6666	1.66	1.1058	1.1107	1.104	0.8371	0.8377	0.8338	141.65	141.978	140.79	1.2156	1.216	1.2126	0.9086	0.9098	0.9007	169.19	169.604	168.433	116.51	116.807	116.022	1.4521	1.4559	1.4503	0.8566	0.8582	0.8522
2014-03-18	1.3934	1.3943	1.3878	101.391	101.941	101.24	0.8731	0.8769	0.872	1.6591	1.6648	1.6542	1.1139	1.1146	1.1021	0.8398	0.84	0.8358	141.282	141.97	140.69	1.2166	1.2178	1.2146	0.9127	0.9136	0.906	168.21	169.596	167.692	116.109	116.72	115.68	1.4487	1.4535	1.4472	0.8626	0.864	0.8537
2014-03-19	1.3829	1.3934	1.3808	102.52	102.682	101.26	0.8811	0.8829	0.8721	1.6529	1.6654	1.6505	1.1244	1.1271	1.1117	0.8365	0.8398	0.8354	141.77	141.923	141.03	1.2186	1.2202	1.2157	0.9031	0.914	0.9017	169.456	169.682	167.987	116.32	116.46	115.93	1.4564	1.459	1.4478	0.8543	0.8636	0.8525
2014-03-20	1.3775	1.3845	1.3747	102.407	102.548	102.17	0.884	0.8869	0.8795	1.6497	1.6569	1.6476	1.1242	1.1278	1.123	0.8348	0.837	0.8325	141.06	141.74	140.76	1.2178	1.2203	1.216	0.9036	0.9051	0.8991	168.949	169.72	168.637	115.83	116.295	115.5	1.4584	1.4648	1.4557	0.8529	0.8548	0.8498
2014-03-21	1.3796	1.3811	1.3763	102.104	102.431	101.99	0.8821	0.8842	0.881	1.6495	1.652	1.6471	1.1212	1.1263	1.117	0.8364	0.8371	0.8341	140.882	141.295	140.42	1.217	1.2186	1.2162	0.9085	0.91	0.9028	168.414	169.12	168.046	115.75	116.041	115.4	1.455	1.4591	1.4539	0.8536	0.8568	0.8519
2014-03-24	1.384	1.3876	1.3758	102.238	102.646	102.1	0.8808	0.8866	0.8784	1.6502	1.6536	1.6461	1.1189	1.1246	1.118	0.8386	0.8391	0.8341	141.5	141.885	140.68	1.219	1.2203	1.2164	0.913	0.9149	0.9046	168.731	169.439	168.258	116.06	116.343	115.41	1.4533	1.4622	1.4523	0.8544	0.8566	0.8511
2014-03-25	1.3824	1.3847	1.3747	102.276	102.487	102.06	0.8829	0.888	0.8797	1.6531	1.6549	1.6476	1.1158	1.121	1.1152	0.8362	0.8393	0.8331	141.387	141.595	140.653	1.2204	1.2217	1.2176	0.9159	0.9174	0.9115	169.07	169.29	168.303	115.848	116.192	115.22	1.4592	1.4647	1.4514	0.8572	0.8589	0.8528
2014-03-26	1.3793	1.3828	1.3774	102.048	102.471	101.89	0.884	0.887	0.8822	1.659	1.6597	1.6505	1.1106	1.117	1.1087	0.8314	0.8365	0.831	140.778	141.51	140.55	1.22	1.2235	1.2189	0.9231	0.9245	0.915	169.284	169.68	168.8	115.376	115.94	115.23	1.4672	1.4677	1.4584	0.8605	0.862	0.8564
2014-03-27	1.3744	1.3797	1.3726	102.155	102.433	101.69	0.8862	0.8873	0.8838	1.661	1.6647	1.6551	1.103	1.1106	1.1015	0.8274	0.8322	0.826	140.417	141.04	140.138	1.2181	1.2207	1.217	0.9259	0.9272	0.9211	169.67	170.325	168.577	115.25	115.61	114.944	1.472	1.4749	1.4657	0.8674	0.8686	0.8586
2014-03-28	1.375	1.3773	1.3703	102.807	102.982	102	0.8867	0.8899	0.8846	1.6641	1.6651	1.6595	1.1062	1.1078	1.0996	0.8261	0.8282	0.8243	141.368	141.647	139.915	1.2193	1.2202	1.2174	0.9247	0.9295	0.9233	171.07	171.315	169.482	115.924	116.139	114.72	1.4756	1.4791	1.471	0.865	0.8697	0.8646
2014-03-31	1.3781	1.3809	1.3721	103.214	103.437	102.76	0.8838	0.8889	0.8821	1.6673	1.6684	1.6609	1.1051	1.1067	1.0999	0.8264	0.8297	0.8249	142.253	142.604	141.275	1.2178	1.2205	1.2166	0.927	0.9278	0.9214	172.097	172.14	170.9	116.773	116.945	115.81	1.4731	1.4783	1.4689	0.8674	0.8684	0.8636
2014-04-01	1.3793	1.3815	1.3767	103.679	103.711	103.05	0.8832	0.8849	0.8812	1.6631	1.6675	1.6613	1.1028	1.107	1.1008	0.8291	0.8307	0.8258	143.02	143.08	141.98	1.2183	1.219	1.2169	0.9244	0.9304	0.9225	172.45	172.52	171.661	117.386	117.45	116.54	1.4689	1.4748	1.4656	0.8647	0.8702	0.8639
